SMILES,MDR1-MDCK2
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],800
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,700
OCC(O)CO,600
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],100
CC(O)C(O)=O,3100
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1900
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,2200
CN1CCCC1C1=CC=CN=C1,29700
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,34200
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,200
NC(N)=O,1200
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,14000
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],1300
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],200
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,20300
CC(N)C(O)=O,6400
CN1N(C(=O)C=C1C)C1=CC=CC=C1,53100
CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,5800
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,56300
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,1500
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,3800
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,59600
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],1900
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,3700
OCC(O)CO,2700
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],210
CC(O)C(O)=O,7700
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],6400
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,4800
CN1CCCC1C1=CC=CN=C1,53900
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,47900
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,460
NC(N)=O,2700
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,30000
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],1000
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],360
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,41100
CC(N)C(O)=O,2200
CN1N(C(=O)C=C1C)C1=CC=CC=C1,53100
CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,3200
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,53500
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,910
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,200
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,52500
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],610
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,2100
OCC(O)CO,2100
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],170
CC(O)C(O)=O,3000
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5600
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,4300
CN1CCCC1C1=CC=CN=C1,52500
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,44700
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,330
NC(N)=O,2900
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,15500
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],340
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],430
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,38700
CC(N)C(O)=O,1700
CN1N(C(=O)C=C1C)C1=CC=CC=C1,54000
CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,2200
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,49500
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,1200
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,7000
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,48400
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],11200
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,600
OCC(O)CO,1000
